id_meteo,timestamp_completo,temperatura,temperatura_percepita,codice_meteo,descrizione,fascia_temperatura
54568,2022-03-24 15:00:00,20.00,17.50,0,Cielo Sereno,Mite
54569,2022-03-24 16:00:00,19.80,16.80,0,Cielo Sereno,Mite
54570,2022-03-24 17:00:00,18.70,16.30,0,Cielo Sereno,Mite
54571,2022-03-24 18:00:00,14.90,12.50,0,Cielo Sereno,Mite
54572,2022-03-24 19:00:00,12.10,9.20,0,Cielo Sereno,Mite
54573,2022-03-24 20:00:00,11.20,8.00,0,Cielo Sereno,Mite
54574,2022-03-24 21:00:00,10.30,5.70,0,Cielo Sereno,Mite
54575,2022-03-24 22:00:00,10.60,6.00,0,Cielo Sereno,Mite
54576,2022-03-24 23:00:00,9.60,5.40,0,Cielo Sereno,Freddo
54577,2022-03-25 00:00:00,8.60,4.30,0,Cielo Sereno,Freddo
54578,2022-03-25 01:00:00,8.20,3.80,0,Cielo Sereno,Freddo
54579,2022-03-25 02:00:00,8.20,3.90,0,Cielo Sereno,Freddo
54580,2022-03-25 03:00:00,8.10,3.70,0,Cielo Sereno,Freddo
54581,2022-03-25 04:00:00,7.30,3.00,0,Cielo Sereno,Freddo
54582,2022-03-25 05:00:00,6.40,2.20,0,Cielo Sereno,Freddo
54583,2022-03-25 06:00:00,5.90,1.60,0,Cielo Sereno,Freddo
54584,2022-03-25 07:00:00,6.80,2.50,0,Cielo Sereno,Freddo
54585,2022-03-25 08:00:00,10.40,6.90,0,Cielo Sereno,Mite
54586,2022-03-25 09:00:00,15.10,12.50,0,Cielo Sereno,Mite
54587,2022-03-25 10:00:00,17.20,14.30,0,Cielo Sereno,Mite
54588,2022-03-25 11:00:00,18.50,15.90,1,Nuvoloso,Mite
54589,2022-03-25 12:00:00,19.40,16.90,2,Nuvoloso,Mite
54590,2022-03-25 13:00:00,19.80,17.10,2,Nuvoloso,Mite
54591,2022-03-25 14:00:00,20.20,17.30,2,Nuvoloso,Mite
54592,2022-03-25 15:00:00,20.30,16.70,3,Nuvoloso,Mite
54593,2022-03-25 16:00:00,20.10,16.30,3,Nuvoloso,Mite
54594,2022-03-25 17:00:00,19.30,15.90,3,Nuvoloso,Mite
54595,2022-03-25 18:00:00,15.50,12.70,3,Nuvoloso,Mite
54596,2022-03-25 19:00:00,13.60,10.40,3,Nuvoloso,Mite
54597,2022-03-25 20:00:00,11.80,8.40,0,Cielo Sereno,Mite
54598,2022-03-25 21:00:00,10.50,6.70,2,Nuvoloso,Mite
54599,2022-03-25 22:00:00,10.10,6.10,3,Nuvoloso,Mite
54600,2022-03-25 23:00:00,9.80,5.70,3,Nuvoloso,Freddo
54601,2022-03-26 00:00:00,9.00,5.10,3,Nuvoloso,Freddo
54602,2022-03-26 01:00:00,8.80,4.90,0,Cielo Sereno,Freddo
54603,2022-03-26 02:00:00,8.80,5.00,1,Nuvoloso,Freddo
54604,2022-03-26 03:00:00,8.10,4.30,0,Cielo Sereno,Freddo
54605,2022-03-26 04:00:00,7.20,3.40,0,Cielo Sereno,Freddo
54606,2022-03-26 05:00:00,6.70,2.90,0,Cielo Sereno,Freddo
54607,2022-03-26 06:00:00,6.30,2.50,0,Cielo Sereno,Freddo
54608,2022-03-26 07:00:00,7.20,3.40,0,Cielo Sereno,Freddo
54609,2022-03-26 08:00:00,11.10,7.80,0,Cielo Sereno,Mite
54610,2022-03-26 09:00:00,14.40,11.20,0,Cielo Sereno,Mite
54611,2022-03-26 10:00:00,16.10,13.10,0,Cielo Sereno,Mite
54612,2022-03-26 11:00:00,17.60,15.30,0,Cielo Sereno,Mite
54613,2022-03-26 12:00:00,19.00,17.40,0,Cielo Sereno,Mite
54614,2022-03-26 13:00:00,19.50,17.50,0,Cielo Sereno,Mite
54615,2022-03-26 14:00:00,20.00,17.60,0,Cielo Sereno,Mite
54616,2022-03-26 15:00:00,20.10,16.90,0,Cielo Sereno,Mite
54617,2022-03-26 16:00:00,20.00,16.30,0,Cielo Sereno,Mite
54618,2022-03-26 17:00:00,19.10,15.70,0,Cielo Sereno,Mite
54619,2022-03-26 18:00:00,15.80,12.90,0,Cielo Sereno,Mite
54620,2022-03-26 19:00:00,13.40,10.30,0,Cielo Sereno,Mite
54621,2022-03-26 20:00:00,11.60,8.60,0,Cielo Sereno,Mite
54622,2022-03-26 21:00:00,10.60,7.20,0,Cielo Sereno,Mite
54623,2022-03-26 22:00:00,9.20,5.80,2,Nuvoloso,Freddo
54624,2022-03-26 23:00:00,7.40,3.90,2,Nuvoloso,Freddo
54625,2022-03-27 00:00:00,6.30,2.80,2,Nuvoloso,Freddo
54626,2022-03-27 01:00:00,7.40,3.80,0,Cielo Sereno,Freddo
54627,2022-03-27 02:00:00,6.80,3.40,3,Nuvoloso,Freddo
54628,2022-03-27 03:00:00,5.90,2.70,3,Nuvoloso,Freddo
54629,2022-03-27 04:00:00,5.40,1.90,3,Nuvoloso,Freddo
54630,2022-03-27 05:00:00,6.80,3.00,3,Nuvoloso,Freddo
54631,2022-03-27 06:00:00,6.30,2.80,1,Nuvoloso,Freddo
54632,2022-03-27 07:00:00,7.60,4.30,3,Nuvoloso,Freddo
54633,2022-03-27 08:00:00,11.20,8.90,3,Nuvoloso,Mite
54634,2022-03-27 09:00:00,14.60,11.70,3,Nuvoloso,Mite
54635,2022-03-27 10:00:00,15.90,12.70,3,Nuvoloso,Mite
54636,2022-03-27 11:00:00,17.50,15.10,3,Nuvoloso,Mite
54637,2022-03-27 12:00:00,18.70,16.40,1,Nuvoloso,Mite
54638,2022-03-27 13:00:00,18.10,16.00,0,Cielo Sereno,Mite
54639,2022-03-27 14:00:00,18.60,15.80,3,Nuvoloso,Mite
54640,2022-03-27 15:00:00,18.90,15.30,3,Nuvoloso,Mite
54641,2022-03-27 16:00:00,18.40,14.50,3,Nuvoloso,Mite
54642,2022-03-27 17:00:00,17.10,13.40,1,Nuvoloso,Mite
54643,2022-03-27 18:00:00,14.90,12.20,1,Nuvoloso,Mite
54644,2022-03-27 19:00:00,11.10,8.70,0,Cielo Sereno,Mite
54645,2022-03-27 20:00:00,9.60,7.50,0,Cielo Sereno,Freddo
54646,2022-03-27 21:00:00,8.80,6.70,0,Cielo Sereno,Freddo
54647,2022-03-27 22:00:00,7.90,5.50,0,Cielo Sereno,Freddo
54648,2022-03-27 23:00:00,6.80,4.10,1,Nuvoloso,Freddo
54649,2022-03-28 00:00:00,5.80,3.10,3,Nuvoloso,Freddo
54650,2022-03-28 01:00:00,6.70,3.90,3,Nuvoloso,Freddo
54651,2022-03-28 02:00:00,6.30,3.20,0,Cielo Sereno,Freddo
54652,2022-03-28 03:00:00,6.30,3.40,2,Nuvoloso,Freddo
54653,2022-03-28 04:00:00,6.70,3.40,0,Cielo Sereno,Freddo
54654,2022-03-28 05:00:00,5.20,1.70,1,Nuvoloso,Freddo
54655,2022-03-28 06:00:00,4.00,0.20,2,Nuvoloso,Freddo
54656,2022-03-28 07:00:00,5.40,1.70,0,Cielo Sereno,Freddo
54657,2022-03-28 08:00:00,11.00,8.00,0,Cielo Sereno,Mite
54658,2022-03-28 09:00:00,14.90,12.60,0,Cielo Sereno,Mite
54659,2022-03-28 10:00:00,16.70,13.90,0,Cielo Sereno,Mite
54660,2022-03-28 11:00:00,18.00,15.80,0,Cielo Sereno,Mite
54661,2022-03-28 12:00:00,19.20,17.30,0,Cielo Sereno,Mite
54662,2022-03-28 13:00:00,19.20,17.40,0,Cielo Sereno,Mite
54663,2022-03-28 14:00:00,19.60,17.40,0,Cielo Sereno,Mite
54664,2022-03-28 15:00:00,19.60,16.60,0,Cielo Sereno,Mite
54665,2022-03-28 16:00:00,18.80,15.20,0,Cielo Sereno,Mite
54666,2022-03-28 17:00:00,17.80,14.40,0,Cielo Sereno,Mite
54667,2022-03-28 18:00:00,15.60,13.00,0,Cielo Sereno,Mite
54668,2022-03-28 19:00:00,12.40,9.90,0,Cielo Sereno,Mite
54669,2022-03-28 20:00:00,10.60,8.30,0,Cielo Sereno,Mite
54670,2022-03-28 21:00:00,8.80,6.60,0,Cielo Sereno,Freddo
54671,2022-03-28 22:00:00,9.10,6.90,0,Cielo Sereno,Freddo
54672,2022-03-28 23:00:00,8.30,6.00,0,Cielo Sereno,Freddo
54673,2022-03-29 00:00:00,8.50,5.80,0,Cielo Sereno,Freddo
54674,2022-03-29 01:00:00,7.80,5.10,0,Cielo Sereno,Freddo
54675,2022-03-29 02:00:00,5.40,2.70,1,Nuvoloso,Freddo
54676,2022-03-29 03:00:00,5.30,2.80,3,Nuvoloso,Freddo
54677,2022-03-29 04:00:00,4.90,2.70,3,Nuvoloso,Freddo
54678,2022-03-29 05:00:00,5.20,2.80,3,Nuvoloso,Freddo
54679,2022-03-29 06:00:00,5.20,2.60,3,Nuvoloso,Freddo
54680,2022-03-29 07:00:00,6.90,4.40,3,Nuvoloso,Freddo
54681,2022-03-29 08:00:00,9.90,7.70,3,Nuvoloso,Freddo
54682,2022-03-29 09:00:00,11.20,8.80,3,Nuvoloso,Mite
54683,2022-03-29 10:00:00,12.50,10.40,3,Nuvoloso,Mite
54684,2022-03-29 11:00:00,14.40,12.70,3,Nuvoloso,Mite
54685,2022-03-29 12:00:00,16.20,14.70,3,Nuvoloso,Mite
54686,2022-03-29 13:00:00,16.90,14.90,3,Nuvoloso,Mite
54687,2022-03-29 14:00:00,18.10,16.20,3,Nuvoloso,Mite
54688,2022-03-29 15:00:00,18.80,16.40,3,Nuvoloso,Mite
54689,2022-03-29 16:00:00,19.00,17.00,1,Nuvoloso,Mite
54690,2022-03-29 17:00:00,18.80,17.00,0,Cielo Sereno,Mite
54691,2022-03-29 18:00:00,16.80,15.50,3,Nuvoloso,Mite
54692,2022-03-29 19:00:00,13.10,11.10,3,Nuvoloso,Mite
54693,2022-03-29 20:00:00,14.10,10.70,1,Nuvoloso,Mite
54694,2022-03-29 21:00:00,13.60,9.90,3,Nuvoloso,Mite
54695,2022-03-29 22:00:00,12.60,9.10,3,Nuvoloso,Mite
54696,2022-03-29 23:00:00,13.00,9.90,3,Nuvoloso,Mite
54697,2022-03-30 00:00:00,11.90,9.30,3,Nuvoloso,Mite
54698,2022-03-30 01:00:00,8.80,5.90,3,Nuvoloso,Freddo
54699,2022-03-30 02:00:00,10.20,7.90,3,Nuvoloso,Mite
54700,2022-03-30 03:00:00,10.60,8.40,3,Nuvoloso,Mite
54701,2022-03-30 04:00:00,7.70,5.70,3,Nuvoloso,Freddo
54702,2022-03-30 05:00:00,7.60,5.50,3,Nuvoloso,Freddo
54703,2022-03-30 06:00:00,8.10,6.30,3,Nuvoloso,Freddo
54704,2022-03-30 07:00:00,8.90,7.70,3,Nuvoloso,Freddo
54705,2022-03-30 08:00:00,11.00,9.90,3,Nuvoloso,Mite
54706,2022-03-30 09:00:00,12.10,10.90,51,Pioggia,Mite
54707,2022-03-30 10:00:00,12.30,10.90,3,Nuvoloso,Mite
54708,2022-03-30 11:00:00,12.60,10.90,51,Pioggia,Mite
54709,2022-03-30 12:00:00,13.60,12.00,51,Pioggia,Mite
54710,2022-03-30 13:00:00,11.10,9.90,51,Pioggia,Mite
54711,2022-03-30 14:00:00,12.00,10.80,53,Pioggia,Mite
54712,2022-03-30 15:00:00,12.60,10.60,51,Pioggia,Mite
54713,2022-03-30 16:00:00,12.10,10.00,51,Pioggia,Mite
54714,2022-03-30 17:00:00,11.80,9.50,51,Pioggia,Mite
54715,2022-03-30 18:00:00,11.10,9.10,51,Pioggia,Mite
54716,2022-03-30 19:00:00,10.30,8.40,53,Pioggia,Mite
54717,2022-03-30 20:00:00,10.00,7.90,51,Pioggia,Mite
54718,2022-03-30 21:00:00,9.60,7.70,51,Pioggia,Freddo
54719,2022-03-30 22:00:00,9.40,7.90,61,Pioggia,Freddo
54720,2022-03-30 23:00:00,9.20,8.20,61,Pioggia,Freddo
54721,2022-03-31 00:00:00,9.20,8.40,61,Pioggia,Freddo
54722,2022-03-31 01:00:00,9.50,7.80,61,Pioggia,Freddo
54723,2022-03-31 02:00:00,9.40,7.80,63,Pioggia,Freddo
54724,2022-03-31 03:00:00,9.20,7.60,61,Pioggia,Freddo
54725,2022-03-31 04:00:00,9.20,7.70,55,Pioggia,Freddo
54726,2022-03-31 05:00:00,9.10,7.70,61,Pioggia,Freddo
54727,2022-03-31 06:00:00,9.10,7.30,61,Pioggia,Freddo
54728,2022-03-31 07:00:00,9.10,7.10,53,Pioggia,Freddo
54729,2022-03-31 08:00:00,9.20,6.90,53,Pioggia,Freddo
54730,2022-03-31 09:00:00,9.50,7.70,53,Pioggia,Freddo
54731,2022-03-31 10:00:00,9.80,8.10,53,Pioggia,Freddo
54732,2022-03-31 11:00:00,10.20,8.30,53,Pioggia,Mite
54733,2022-03-31 12:00:00,11.00,9.40,53,Pioggia,Mite
54734,2022-03-31 13:00:00,9.70,7.50,53,Pioggia,Freddo
54735,2022-03-31 14:00:00,9.60,7.80,53,Pioggia,Freddo
54736,2022-03-31 15:00:00,9.80,8.40,51,Pioggia,Freddo
54737,2022-03-31 16:00:00,11.00,9.40,3,Nuvoloso,Mite
54738,2022-03-31 17:00:00,11.60,9.90,3,Nuvoloso,Mite
54739,2022-03-31 18:00:00,10.50,9.10,3,Nuvoloso,Mite
54740,2022-03-31 19:00:00,8.60,6.60,3,Nuvoloso,Freddo
54741,2022-03-31 20:00:00,7.10,5.30,3,Nuvoloso,Freddo
54742,2022-03-31 21:00:00,7.10,5.30,3,Nuvoloso,Freddo
54743,2022-03-31 22:00:00,6.80,5.10,3,Nuvoloso,Freddo
54744,2022-03-31 23:00:00,6.80,4.70,3,Nuvoloso,Freddo
54745,2022-04-01 00:00:00,7.70,5.60,3,Nuvoloso,Freddo
54746,2022-04-01 01:00:00,8.80,7.00,3,Nuvoloso,Freddo
54747,2022-04-01 02:00:00,9.10,7.20,3,Nuvoloso,Freddo
54748,2022-04-01 03:00:00,7.50,5.60,53,Pioggia,Freddo
54749,2022-04-01 04:00:00,8.00,6.30,2,Nuvoloso,Freddo
54750,2022-04-01 05:00:00,9.20,8.20,3,Nuvoloso,Freddo
54751,2022-04-01 06:00:00,7.40,5.80,3,Nuvoloso,Freddo
54752,2022-04-01 07:00:00,10.10,7.50,2,Nuvoloso,Mite
54753,2022-04-01 08:00:00,12.10,9.90,2,Nuvoloso,Mite
54754,2022-04-01 09:00:00,13.10,10.90,2,Nuvoloso,Mite
54755,2022-04-01 10:00:00,14.10,11.30,3,Nuvoloso,Mite
54756,2022-04-01 11:00:00,15.40,12.30,3,Nuvoloso,Mite
54757,2022-04-01 12:00:00,16.30,13.20,3,Nuvoloso,Mite
54758,2022-04-01 13:00:00,16.40,13.70,51,Pioggia,Mite
54759,2022-04-01 14:00:00,15.50,12.50,3,Nuvoloso,Mite
54760,2022-04-01 15:00:00,15.40,11.00,51,Pioggia,Mite
54761,2022-04-01 16:00:00,14.40,10.30,3,Nuvoloso,Mite
54762,2022-04-01 17:00:00,13.40,9.60,1,Nuvoloso,Mite
54763,2022-04-01 18:00:00,11.70,8.60,3,Nuvoloso,Mite
54764,2022-04-01 19:00:00,9.20,6.40,3,Nuvoloso,Freddo
54765,2022-04-01 20:00:00,8.40,5.50,3,Nuvoloso,Freddo
54766,2022-04-01 21:00:00,8.80,4.60,3,Nuvoloso,Freddo
54767,2022-04-01 22:00:00,8.40,4.50,53,Pioggia,Freddo
54768,2022-04-01 23:00:00,7.80,4.30,3,Nuvoloso,Freddo
54769,2022-04-02 00:00:00,7.30,3.50,1,Nuvoloso,Freddo
54770,2022-04-02 01:00:00,6.40,2.40,2,Nuvoloso,Freddo
54771,2022-04-02 02:00:00,6.20,1.60,3,Nuvoloso,Freddo
54772,2022-04-02 03:00:00,6.80,1.80,2,Nuvoloso,Freddo
54773,2022-04-02 04:00:00,5.80,0.50,1,Nuvoloso,Freddo
54774,2022-04-02 05:00:00,5.00,-0.10,0,Cielo Sereno,Freddo
54775,2022-04-02 06:00:00,4.30,-0.30,1,Nuvoloso,Freddo
54776,2022-04-02 07:00:00,5.40,2.00,1,Nuvoloso,Freddo
54777,2022-04-02 08:00:00,7.50,4.30,0,Cielo Sereno,Freddo
54778,2022-04-02 09:00:00,8.90,5.70,0,Cielo Sereno,Freddo
54779,2022-04-02 10:00:00,9.90,7.00,0,Cielo Sereno,Freddo
54780,2022-04-02 11:00:00,10.90,8.80,1,Nuvoloso,Mite
54781,2022-04-02 12:00:00,10.60,8.00,2,Nuvoloso,Mite
54782,2022-04-02 13:00:00,10.60,8.10,51,Pioggia,Mite
54783,2022-04-02 14:00:00,8.60,5.30,53,Pioggia,Freddo
54784,2022-04-02 15:00:00,9.10,5.10,53,Pioggia,Freddo
54785,2022-04-02 16:00:00,8.10,5.30,61,Pioggia,Freddo
54786,2022-04-02 17:00:00,7.30,4.10,51,Pioggia,Freddo
54787,2022-04-02 18:00:00,6.90,5.00,1,Nuvoloso,Freddo
54788,2022-04-02 19:00:00,5.00,2.80,51,Pioggia,Freddo
54789,2022-04-02 20:00:00,5.60,2.50,51,Pioggia,Freddo
54790,2022-04-02 21:00:00,4.70,1.40,1,Nuvoloso,Freddo
54791,2022-04-02 22:00:00,4.20,0.60,2,Nuvoloso,Freddo
54792,2022-04-02 23:00:00,4.40,1.20,2,Nuvoloso,Freddo
54793,2022-04-03 00:00:00,3.80,1.00,1,Nuvoloso,Freddo
54794,2022-04-03 01:00:00,4.40,1.30,51,Pioggia,Freddo
54795,2022-04-03 02:00:00,4.70,1.60,51,Pioggia,Freddo
54796,2022-04-03 03:00:00,4.30,1.50,51,Pioggia,Freddo
54797,2022-04-03 04:00:00,4.10,1.20,51,Pioggia,Freddo
54798,2022-04-03 05:00:00,4.20,1.10,51,Pioggia,Freddo
54799,2022-04-03 06:00:00,4.10,1.00,51,Pioggia,Freddo
54800,2022-04-03 07:00:00,4.40,1.70,3,Nuvoloso,Freddo
54801,2022-04-03 08:00:00,5.80,3.00,3,Nuvoloso,Freddo
54802,2022-04-03 09:00:00,7.10,4.70,2,Nuvoloso,Freddo
54803,2022-04-03 10:00:00,8.40,6.00,51,Pioggia,Freddo
54804,2022-04-03 11:00:00,9.60,6.80,1,Nuvoloso,Freddo
54805,2022-04-03 12:00:00,10.10,7.10,51,Pioggia,Mite
54806,2022-04-03 13:00:00,10.60,8.00,1,Nuvoloso,Mite
54807,2022-04-03 14:00:00,11.40,8.50,1,Nuvoloso,Mite
54808,2022-04-03 15:00:00,11.40,7.90,1,Nuvoloso,Mite
54809,2022-04-03 16:00:00,11.20,7.40,2,Nuvoloso,Mite
54810,2022-04-03 17:00:00,10.60,6.50,3,Nuvoloso,Mite
54811,2022-04-03 18:00:00,9.70,5.70,3,Nuvoloso,Freddo
54812,2022-04-03 19:00:00,8.60,4.50,3,Nuvoloso,Freddo
54813,2022-04-03 20:00:00,7.80,3.90,3,Nuvoloso,Freddo
54814,2022-04-03 21:00:00,6.90,3.40,51,Pioggia,Freddo
54815,2022-04-03 22:00:00,6.10,3.30,53,Pioggia,Freddo
54816,2022-04-03 23:00:00,5.90,3.20,53,Pioggia,Freddo
54817,2022-04-04 00:00:00,4.80,2.00,71,Neve,Freddo
54818,2022-04-04 01:00:00,6.40,3.70,51,Pioggia,Freddo
54819,2022-04-04 02:00:00,5.10,2.90,3,Nuvoloso,Freddo
54820,2022-04-04 03:00:00,5.10,2.50,3,Nuvoloso,Freddo
54821,2022-04-04 04:00:00,5.10,3.60,51,Pioggia,Freddo
54822,2022-04-04 05:00:00,4.70,2.80,51,Pioggia,Freddo
54823,2022-04-04 06:00:00,4.10,2.20,0,Cielo Sereno,Freddo
54824,2022-04-04 07:00:00,4.60,2.50,0,Cielo Sereno,Freddo
54825,2022-04-04 08:00:00,6.20,4.40,0,Cielo Sereno,Freddo
54826,2022-04-04 09:00:00,7.70,6.10,2,Nuvoloso,Freddo
54827,2022-04-04 10:00:00,9.10,7.40,3,Nuvoloso,Freddo
54828,2022-04-04 11:00:00,9.90,7.80,3,Nuvoloso,Freddo
54829,2022-04-04 12:00:00,11.30,9.50,0,Cielo Sereno,Mite
54830,2022-04-04 13:00:00,11.20,10.40,0,Cielo Sereno,Mite
54831,2022-04-04 14:00:00,11.60,9.30,3,Nuvoloso,Mite
54832,2022-04-04 15:00:00,11.00,8.80,3,Nuvoloso,Mite
54833,2022-04-04 16:00:00,11.40,9.60,0,Cielo Sereno,Mite
54834,2022-04-04 17:00:00,11.20,9.50,1,Nuvoloso,Mite
54835,2022-04-04 18:00:00,10.20,8.60,1,Nuvoloso,Mite
54836,2022-04-04 19:00:00,7.60,5.40,0,Cielo Sereno,Freddo
54837,2022-04-04 20:00:00,6.40,4.40,0,Cielo Sereno,Freddo
54838,2022-04-04 21:00:00,5.50,2.90,0,Cielo Sereno,Freddo
54839,2022-04-04 22:00:00,5.40,2.60,0,Cielo Sereno,Freddo
54840,2022-04-04 23:00:00,5.20,2.40,0,Cielo Sereno,Freddo
54841,2022-04-05 00:00:00,4.80,1.90,0,Cielo Sereno,Freddo
54842,2022-04-05 01:00:00,4.40,1.30,0,Cielo Sereno,Freddo
54843,2022-04-05 02:00:00,4.40,1.40,0,Cielo Sereno,Freddo
54844,2022-04-05 03:00:00,4.10,1.10,0,Cielo Sereno,Freddo
54845,2022-04-05 04:00:00,3.80,0.90,0,Cielo Sereno,Freddo
54846,2022-04-05 05:00:00,3.70,0.50,0,Cielo Sereno,Freddo
54847,2022-04-05 06:00:00,3.20,0.10,0,Cielo Sereno,Freddo
54848,2022-04-05 07:00:00,4.90,1.80,0,Cielo Sereno,Freddo
54849,2022-04-05 08:00:00,8.60,6.70,0,Cielo Sereno,Freddo
54850,2022-04-05 09:00:00,11.40,9.70,0,Cielo Sereno,Mite
54851,2022-04-05 10:00:00,12.80,11.10,0,Cielo Sereno,Mite
54852,2022-04-05 11:00:00,13.90,12.90,0,Cielo Sereno,Mite
54853,2022-04-05 12:00:00,14.80,14.20,0,Cielo Sereno,Mite
54854,2022-04-05 13:00:00,14.90,14.20,0,Cielo Sereno,Mite
54855,2022-04-05 14:00:00,15.50,14.30,0,Cielo Sereno,Mite
54856,2022-04-05 15:00:00,15.60,13.60,0,Cielo Sereno,Mite
54857,2022-04-05 16:00:00,15.50,13.10,0,Cielo Sereno,Mite
54858,2022-04-05 17:00:00,14.90,12.40,0,Cielo Sereno,Mite
54859,2022-04-05 18:00:00,13.30,11.40,0,Cielo Sereno,Mite
54860,2022-04-05 19:00:00,11.10,8.70,0,Cielo Sereno,Mite
54861,2022-04-05 20:00:00,9.40,7.30,0,Cielo Sereno,Freddo
54862,2022-04-05 21:00:00,8.40,5.80,0,Cielo Sereno,Freddo
54863,2022-04-05 22:00:00,8.80,5.60,0,Cielo Sereno,Freddo
54864,2022-04-05 23:00:00,8.60,5.30,0,Cielo Sereno,Freddo
54865,2022-04-06 00:00:00,8.20,4.90,0,Cielo Sereno,Freddo
54866,2022-04-06 01:00:00,7.40,4.10,0,Cielo Sereno,Freddo
54867,2022-04-06 02:00:00,7.30,4.00,0,Cielo Sereno,Freddo
54868,2022-04-06 03:00:00,6.90,3.50,0,Cielo Sereno,Freddo
54869,2022-04-06 04:00:00,6.30,3.00,0,Cielo Sereno,Freddo
54870,2022-04-06 05:00:00,5.80,2.50,0,Cielo Sereno,Freddo
54871,2022-04-06 06:00:00,4.90,2.00,0,Cielo Sereno,Freddo
54872,2022-04-06 07:00:00,6.60,3.70,0,Cielo Sereno,Freddo
54873,2022-04-06 08:00:00,9.10,6.80,2,Nuvoloso,Freddo
54874,2022-04-06 09:00:00,10.60,8.70,3,Nuvoloso,Mite
54875,2022-04-06 10:00:00,12.10,10.40,3,Nuvoloso,Mite
54876,2022-04-06 11:00:00,13.60,12.20,3,Nuvoloso,Mite
54877,2022-04-06 12:00:00,14.60,12.60,1,Nuvoloso,Mite
54878,2022-04-06 13:00:00,15.90,15.40,1,Nuvoloso,Mite
54879,2022-04-06 14:00:00,16.50,15.70,3,Nuvoloso,Mite
54880,2022-04-06 15:00:00,16.40,14.40,3,Nuvoloso,Mite
54881,2022-04-06 16:00:00,15.60,13.00,3,Nuvoloso,Mite
54882,2022-04-06 17:00:00,14.40,11.70,3,Nuvoloso,Mite
54883,2022-04-06 18:00:00,13.10,10.90,3,Nuvoloso,Mite
54884,2022-04-06 19:00:00,12.10,10.40,3,Nuvoloso,Mite
54885,2022-04-06 20:00:00,10.40,8.40,3,Nuvoloso,Mite
54886,2022-04-06 21:00:00,10.40,7.20,3,Nuvoloso,Mite
54887,2022-04-06 22:00:00,10.20,7.10,3,Nuvoloso,Mite
54888,2022-04-06 23:00:00,10.10,7.60,3,Nuvoloso,Mite
54889,2022-04-07 00:00:00,10.10,7.80,3,Nuvoloso,Mite
54890,2022-04-07 01:00:00,9.40,7.40,3,Nuvoloso,Freddo
54891,2022-04-07 02:00:00,9.30,7.30,3,Nuvoloso,Freddo
54892,2022-04-07 03:00:00,8.20,6.20,3,Nuvoloso,Freddo
54893,2022-04-07 04:00:00,7.80,5.40,2,Nuvoloso,Freddo
54894,2022-04-07 05:00:00,7.60,4.90,0,Cielo Sereno,Freddo
54895,2022-04-07 06:00:00,7.50,4.60,0,Cielo Sereno,Freddo
54896,2022-04-07 07:00:00,9.10,6.30,0,Cielo Sereno,Freddo
54897,2022-04-07 08:00:00,11.90,9.40,0,Cielo Sereno,Mite
54898,2022-04-07 09:00:00,13.80,11.30,0,Cielo Sereno,Mite
54899,2022-04-07 10:00:00,15.70,14.00,2,Nuvoloso,Mite
54900,2022-04-07 11:00:00,17.40,16.90,3,Nuvoloso,Mite
54901,2022-04-07 12:00:00,18.50,19.00,0,Cielo Sereno,Mite
54902,2022-04-07 13:00:00,19.10,19.50,1,Nuvoloso,Mite
54903,2022-04-07 14:00:00,19.80,18.60,3,Nuvoloso,Mite
54904,2022-04-07 15:00:00,18.30,14.30,1,Nuvoloso,Mite
54905,2022-04-07 16:00:00,17.40,12.50,3,Nuvoloso,Mite
54906,2022-04-07 17:00:00,15.70,11.10,3,Nuvoloso,Mite
54907,2022-04-07 18:00:00,14.60,10.60,3,Nuvoloso,Mite
54908,2022-04-07 19:00:00,13.60,9.50,3,Nuvoloso,Mite
54909,2022-04-07 20:00:00,13.10,9.50,3,Nuvoloso,Mite
54910,2022-04-07 21:00:00,13.60,10.90,3,Nuvoloso,Mite
54911,2022-04-07 22:00:00,13.10,10.40,3,Nuvoloso,Mite
54912,2022-04-07 23:00:00,14.00,11.40,3,Nuvoloso,Mite
54913,2022-04-08 00:00:00,14.30,11.20,3,Nuvoloso,Mite
54914,2022-04-08 01:00:00,13.40,9.40,3,Nuvoloso,Mite
54915,2022-04-08 02:00:00,13.00,7.60,3,Nuvoloso,Mite
54916,2022-04-08 03:00:00,13.10,8.80,3,Nuvoloso,Mite
54917,2022-04-08 04:00:00,12.90,8.80,3,Nuvoloso,Mite
54918,2022-04-08 05:00:00,13.10,8.80,3,Nuvoloso,Mite
54919,2022-04-08 06:00:00,13.10,9.00,3,Nuvoloso,Mite
54920,2022-04-08 07:00:00,13.70,10.00,3,Nuvoloso,Mite
54921,2022-04-08 08:00:00,14.90,10.40,3,Nuvoloso,Mite
54922,2022-04-08 09:00:00,16.00,11.00,1,Nuvoloso,Mite
54923,2022-04-08 10:00:00,17.00,11.90,3,Nuvoloso,Mite
54924,2022-04-08 11:00:00,17.80,13.40,2,Nuvoloso,Mite
54925,2022-04-08 12:00:00,20.00,17.10,3,Nuvoloso,Mite
54926,2022-04-08 13:00:00,19.20,16.00,3,Nuvoloso,Mite
54927,2022-04-08 14:00:00,18.70,14.70,3,Nuvoloso,Mite
54928,2022-04-08 15:00:00,19.70,16.70,3,Nuvoloso,Mite
54929,2022-04-08 16:00:00,18.70,15.20,3,Nuvoloso,Mite
